AAAABBBBCCCCDDDD||......., 0
CDDB...D...CAACC||BAB.ABD, 10000000
CDDB...B...CAACC||BAD.ABD, 10000000
CDDB.......CAACC||BADBABD, 10000000
CDDB...D...CAACC||BA.BABD, 10000000
CDDB..BD...CAACC||BA..ABD, 10000000
CDDB..BD....AACC||BAC.ABD, 10000000
CDDB..BD...A..CC||BACAABD, 10000000
CDDB..BD...A.ACC||BACA.BD, 10000000
CDDB..BD...A.ACC||BAC.ABD, 10000000
CDDB..BD...AAACC||BAC..BD, 10000000
CDDB...D....AACC||BABCABD, 10000000
CDDB...D...A.ACC||BABCABD, 10000000
CDDB...D...AAACC||BABC.BD, 10000000
CDDB..BD....AACC||BA.CABD, 10000000
CDDB..BD...A.ACC||BA.CABD, 10000000
CDDB..BD...AAACC||BA.C.BD, 10000000
CDDB.CBD......CC||BAAAABD, 10000000
CDDB.CBD.....ACC||BAAA.BD, 10000000
CDDB.CBD.....ACC||BAA.ABD, 10000000
CDDB.CBD....AACC||BAA..BD, 10000000
CDDB.CBD.....ACC||BA.AABD, 10000000
CDDB.CBD....AACC||BA.A.BD, 10000000
CDDB.CBD....AACC||BA..ABD, 10000000
CDDB..BD.....ACC||BAACABD, 10000000
CDDB..BD...A..CC||BAACABD, 10000000
CDDB..BD...A.ACC||BAAC.BD, 10000000
CDDB...D...A.ACC||BAABCBD, 10000000
CDDB..BD.....ACC||BAAACBD, 10000000
CDDB..BD...A.ACC||BAA.CBD, 10000000
CDDB.CBD...A...C||BAAACBD, 10000000
CDDB.CBD...A..CC||BAAA.BD, 10000000
CDDB.CBD...A..CC||BAA.ABD, 10000000
CDDB.CBD...A.ACC||BAA..BD, 10000000
CDDB.CBD...A..CC||BA.AABD, 10000000
CDDB.CBD...A.ACC||BA.A.BD, 10000000
CDDB.CBD...A.ACC||BA..ABD, 10000000
CDDB.CBD...AAACC||BA...BD, 10000000
CDDB...D...CAACC||B.ABABD, 10000000
CDDB..BD...CAACC||B.A.ABD, 10000000
CDDB..BD....AACC||B.ACABD, 10000000
CDDB..BD...A.ACC||B.ACABD, 10000000
CDDB..BD...AAACC||B.AC.BD, 10000000
CDDB.CBD.....ACC||B.AAABD, 10000000
CDDB.CBD....AACC||B.AA.BD, 10000000
CDDB.CBD....AACC||B.A.ABD, 10000000
CDDB.CBD...A..CC||B.AAABD, 10000000
CDDB.CBD...A.ACC||B.AA.BD, 10000000
CDDB.CBD...A.ACC||B.A.ABD, 10000000
CDDB.CBD...AAACC||B.A..BD, 10000000
CDDB.CBD....AACC||B..AABD, 10000000
CDDB.CBD...A.ACC||B..AABD, 10000000
CDDB.CBD...AAACC||B..A.BD, 10000000
CDDB.CBD...AAACC||B...ABD, 10000000
.DDB..BD..AA..CC||BACCABD, 10000000
.DDB..BD..AA.ACC||BACC.BD, 10000000
.DDB...D..AA.ACC||BACBCBD, 10000000
.DDB..BD...A.ACC||BACACBD, 10000000
.DDB..BD..AA.ACC||BAC.CBD, 10000000
.DDB.CBD..AA...C||BACACBD, 10000000
.DDB.CBD..AA..CC||BACA.BD, 10000000
.DDB.CBD..AA..CC||BAC.ABD, 10000000
.DDB.CBD..AA.ACC||BAC..BD, 10000000
..DB.CBD..AA..CC||BADCABD, 10000000
..DB.CBD..AA.ACC||BADC.BD, 10000000
.DDB.CBD..AA..CC||BA.CABD, 10000000
.DDB.CBD..AA.ACC||BA.C.BD, 10000000
..DB..BD..AA.ACC||BADCCBD, 10000000
..DB.CBD...A.ACC||BADACBD, 10000000
..DB.CBD..AA.ACC||BAD.CBD, 10000000
...B.CBD..AA.ACC||BADDCBD, 10000000
..DB..BD..AA.ACC||BACDCBD, 10000000
..DB.CBD..AA.ACC||BA.DCBD, 10000000
.DDB...D..AA.ACC||BABCCBD, 10000000
.DDB..BD..AA.ACC||BA.CCBD, 10000000
.DDB..BD...A.ACC||BAACCBD, 10000000
.DDB.CBD.....ACC||BAAACBD, 10000000
.DDB.CBD...A.ACC||BAA.CBD, 10000000
.DDB.CBD...A.ACC||BA.ACBD, 10000000
.DDB.CBD..AA.ACC||BA..CBD, 10000000
CDDB...D..AA..CC||BACBABD, 10000000
CDDB...D..AA.ACC||BACB.BD, 10000000
CDDB......AA.ACC||BACDBBD, 10000000
CDDB...D...A.ACC||BACABBD, 10000000
CDDB...D..AA.ACC||BAC.BBD, 10000000
CDDB..BD..AA...C||BACACBD, 10000000
CDDB..BD..AA..CC||BACA.BD, 10000000
CDDB..BD..AA..CC||BAC.ABD, 10000000
CDDB..BD..AA.ACC||BAC..BD, 10000000
CDDB...D..AA..CC||BABCABD, 10000000
CDDB...D..AA.ACC||BABC.BD, 10000000
CDDB..BD..AA..CC||BA.CABD, 10000000
CDDB..BD..AA.ACC||BA.C.BD, 10000000
.DDB...B..AA.ACC||BACDCBD, 10000000
CDDB...B..AA.ACC||BA.DCBD, 10000000
CDDB......AA.ACC||BABDCBD, 10000000
CDDB...D...A.ACC||BABACBD, 10000000
CDDB...D..AA.ACC||BAB.CBD, 10000000
CDDB...B...A.ACC||BADACBD, 10000000
CDDB...B..AA.ACC||BAD.CBD, 10000000
CDDB......AA.ACC||BADBCBD, 10000000
CDDB...D..AA.ACC||BA.BCBD, 10000000
CDDB..BD...A.ACC||BA.ACBD, 10000000
CDDB..BD..AA.ACC||BA..CBD, 10000000
CDDB..BD..AA...C||BAACCBD, 10000000
CDDB..BD..AA..CC||BAAC.BD, 10000000
CDDB...D..AA..CC||BAABCBD, 10000000
CDDB..BD...A..CC||BAAACBD, 10000000
CDDB..BD..AA..CC||BAA.CBD, 10000000
CDDB.CBD...A...C||BAACABD, 10000000
CDDB.CBD..AA....||BAACCBD, 10000000
CDDB.CBD..AA...C||BAAC.BD, 10000000
CDDB.CBD..AA...C||BAA.CBD, 10000000
CDDB.CBD..AA..CC||BAA..BD, 10000000
CDDB.CBD..AA...C||BA.ACBD, 10000000
CDDB.CBD..AA..CC||BA.A.BD, 10000000
CDDB.CBD..AA..CC||BA..ABD, 10000000
CDDB.CBD..AA.ACC||BA...BD, 10000000
CDDB..BD..AA..CC||B.ACABD, 10000000
CDDB..BD..AA.ACC||B.AC.BD, 10000000
CDDB...D..AA.ACC||B.ABCBD, 10000000
CDDB..BD...A.ACC||B.AACBD, 10000000
CDDB..BD..AA.ACC||B.A.CBD, 10000000
CDDB.CBD..AA...C||B.AACBD, 10000000
CDDB.CBD..AA..CC||B.AA.BD, 10000000
CDDB.CBD..AA..CC||B.A.ABD, 10000000
CDDB.CBD..AA.ACC||B.A..BD, 10000000
CDDB.CBD..AA..CC||B..AABD, 10000000
CDDB.CBD..AA.ACC||B..A.BD, 10000000
CDDB.CBD..AA.ACC||B...ABD, 10000000
CDDB.CBD..AAAACC||B....BD, 10000000
.DDB..BD..AA..CC||BACCBAD, 10000000
.DDB..BD..AA.ACC||BACCB.D, 10000000
.DDB..BD.BAA...C||BACCACD, 10000000
.DDB..BD.BAA..CC||BACCA.D, 10000000
.DDB..BD.BAA...C||BACCCAD, 10000000
.DDB..BD.BAA..CC||BACC.AD, 10000000
.DDB..BD.BAA.ACC||BACC..D, 10000000
.DDB...D.BAA..CC||BACBCAD, 10000000
.DDB...D.BAA.ACC||BACBC.D, 10000000
.DDB..BD..AA..CC||BACBCAD, 10000000
.DDB..BD..AA.ACC||BACBC.D, 10000000
.DDB..BD.BAA..CC||BAC.CAD, 10000000
.DDB..BD.BAA.ACC||BAC.C.D, 10000000
.DDB.CBD...A..CC||BACBAAD, 10000000
.DDB.CBD...A.ACC||BACBA.D, 10000000
.DDB.CBD.....ACC||BACBAAD, 10000000
.DDB.CBD...A.ACC||BACB.AD, 10000000
.DDB.CBD..AA...C||BACBACD, 10000000
.DDB.CBD..AA..CC||BACBA.D, 10000000
.DDB.CBD..AA...C||BACBCAD, 10000000
.DDB.CBD..AA..CC||BACB.AD, 10000000
.DDB.CBD..AA.ACC||BACB..D, 10000000
.DDB.CBD...A..CC||BACABAD, 10000000
.DDB.CBD...A.ACC||BACAB.D, 10000000
.DDB.CBD..AA..CC||BAC.BAD, 10000000
.DDB.CBD..AA.ACC||BAC.B.D, 10000000
.DDB.CBD..AA...C||BACABCD, 10000000
.DDB.CBD..AA..CC||BACAB.D, 10000000
.DDB.CBD.BAA....||BACACCD, 10000000
.DDB.CBD.BAA...C||BACAC.D, 10000000
.DDB.CBD.BAA...C||BACA.CD, 10000000
.DDB.CBD.BAA..CC||BACA..D, 10000000
.DDB.CBD.BAA...C||BAC.ACD, 10000000
.DDB.CBD.BAA..CC||BAC.A.D, 10000000
.DDB.CBD..AA...C||BACCBAD, 10000000
.DDB.CBD.BAA....||BACCCAD, 10000000
.DDB.CBD.BAA...C||BACC.AD, 10000000
.DDB.CBD.BAA...C||BAC.CAD, 10000000
.DDB.CBD.BAA..CC||BAC..AD, 10000000
.DDB.CBD.BAA.ACC||BAC...D, 10000000
..DB.CBD..AA..CC||BADCBAD, 10000000
..DB.CBD..AA.ACC||BADCB.D, 10000000
..DB.CBD.BAA...C||BADCACD, 10000000
..DB.CBD.BAA..CC||BADCA.D, 10000000
..DB.CBD.BAA...C||BADCCAD, 10000000
..DB.CBD.BAA..CC||BADC.AD, 10000000
..DB.CBD.BAA.ACC||BADC..D, 10000000
.DDB.CBD..AA..CC||BA.CBAD, 10000000
.DDB.CBD..AA.ACC||BA.CB.D, 10000000
.DDB.CBD.BAA...C||BA.CACD, 10000000
.DDB.CBD.BAA..CC||BA.CA.D, 10000000
.DDB.CBD.BAA...C||BA.CCAD, 10000000
.DDB.CBD.BAA..CC||BA.C.AD, 10000000
.DDB.CBD.BAA.ACC||BA.C..D, 10000000
..DB..BD.BAA..CC||BADCCAD, 10000000
..DB..BD.BAA.ACC||BADCC.D, 10000000
..DB.CBD..AA..CC||BADBCAD, 10000000
..DB.CBD..AA.ACC||BADBC.D, 10000000
..DB.CBD.BAA..CC||BAD.CAD, 10000000
..DB.CBD.BAA.ACC||BAD.C.D, 10000000
...B.CBD.BAA..CC||BADDCAD, 10000000
...B.CBD.BAA.ACC||BADDC.D, 10000000
..DB..BD.BAA..CC||BACDCAD, 10000000
..DB..BD.BAA.ACC||BACDC.D, 10000000
..DB.CBD.BAA..CC||BA.DCAD, 10000000
..DB.CBD.BAA.ACC||BA.DC.D, 10000000
.DDB...D.BAA..CC||BABCCAD, 10000000
.DDB...D.BAA.ACC||BABCC.D, 10000000
.DDB..BD.BAA..CC||BA.CCAD, 10000000
.DDB..BD.BAA.ACC||BA.CC.D, 10000000
.DDB..BD..AA..CC||BABCCAD, 10000000
.DDB..BD..AA.ACC||BABCC.D, 10000000
.DDB.CBD...A..CC||BABACAD, 10000000
.DDB.CBD...A.ACC||BABAC.D, 10000000
.DDB.CBD..AA..CC||BAB.CAD, 10000000
.DDB.CBD..AA.ACC||BAB.C.D, 10000000
.DDB.CBD..AA..CC||BA.BCAD, 10000000
.DDB.CBD..AA.ACC||BA.BC.D, 10000000
.DDB.CBD.BAA..CC||BA..CAD, 10000000
.DDB.CBD.BAA.ACC||BA..C.D, 10000000
CDDB...D..AA..CC||BACBBAD, 10000000
CDDB...D..AA.ACC||BACBB.D, 10000000
CDDB...D.BAA...C||BACBACD, 10000000
CDDB...D.BAA..CC||BACBA.D, 10000000
CDDB...D.BAA...C||BACBCAD, 10000000
CDDB...D.BAA..CC||BACB.AD, 10000000
CDDB...D.BAA.ACC||BACB..D, 10000000
CDDB.....BAA..CC||BACDBAD, 10000000
CDDB.....BAA.ACC||BACDB.D, 10000000
CDDB...D.BAA..CC||BAC.BAD, 10000000
CDDB...D.BAA.ACC||BAC.B.D, 10000000
CDDB.....BAA..CC||BACDABD, 10000000
CDDB.....BAA.ACC||BACD.BD, 10000000
CDDB...B...A.ACC||BACADBD, 10000000
CDDB...B..AA.ACC||BAC.DBD, 10000000
CDDB.....BAA.ACC||BAC.DBD, 10000000
CDDB...D..AA..CC||BACABBD, 10000000
CDDB...D.BAA...C||BACACBD, 10000000
CDDB...D.BAA..CC||BACA.BD, 10000000
CDDB...D.BAA..CC||BAC.ABD, 10000000
CDDB...D.BAA.ACC||BAC..BD, 10000000
CDDB..BD...A..CC||BACBAAD, 10000000
CDDB..BD...A.ACC||BACBA.D, 10000000
CDDB..BD.....ACC||BACBAAD, 10000000
CDDB..BD...A.ACC||BACB.AD, 10000000
CDDB..BD..AA...C||BACBACD, 10000000
CDDB..BD..AA..CC||BACBA.D, 10000000
CDDB..BD..AA...C||BACBCAD, 10000000
CDDB..BD..AA..CC||BACB.AD, 10000000
CDDB..BD..AA.ACC||BACB..D, 10000000
CDDB..BD...A..CC||BACABAD, 10000000
CDDB..BD...A.ACC||BACAB.D, 10000000
CDDB..BD..AA..CC||BAC.BAD, 10000000
CDDB..BD..AA.ACC||BAC.B.D, 10000000
CDDB..BD..AA...C||BACABCD, 10000000
CDDB..BD..AA..CC||BACAB.D, 10000000
CDDB..BD.BAA....||BACACCD, 10000000
CDDB..BD.BAA...C||BACAC.D, 10000000
CDDB..BD.BAA...C||BACA.CD, 10000000
CDDB..BD.BAA..CC||BACA..D, 10000000
CDDB..BD.BAA...C||BAC.ACD, 10000000
CDDB..BD.BAA..CC||BAC.A.D, 10000000
CDDB..BD..AA...C||BACCBAD, 10000000
CDDB..BD.BAA....||BACCCAD, 10000000
CDDB..BD.BAA...C||BACC.AD, 10000000
CDDB..BD.BAA...C||BAC.CAD, 10000000
CDDB..BD.BAA..CC||BAC..AD, 10000000
CDDB..BD.BAA.ACC||BAC...D, 10000000
CDDB...D..AA..CC||BABCBAD, 10000000
CDDB...D..AA.ACC||BABCB.D, 10000000
CDDB...D.BAA...C||BABCACD, 10000000
CDDB...D.BAA..CC||BABCA.D, 10000000
CDDB...D.BAA...C||BABCCAD, 10000000
CDDB...D.BAA..CC||BABC.AD, 10000000
CDDB...D.BAA.ACC||BABC..D, 10000000
CDDB..BD..AA..CC||BA.CBAD, 10000000
CDDB..BD..AA.ACC||BA.CB.D, 10000000
CDDB..BD.BAA...C||BA.CACD, 10000000
CDDB..BD.BAA..CC||BA.CA.D, 10000000
CDDB..BD.BAA...C||BA.CCAD, 10000000
CDDB..BD.BAA..CC||BA.C.AD, 10000000
CDDB..BD.BAA.ACC||BA.C..D, 10000000
.DDB...B.BAA..CC||BACDCAD, 10000000
.DDB...B.BAA.ACC||BACDC.D, 10000000
CDDB...B.BAA..CC||BA.DCAD, 10000000
CDDB...B.BAA.ACC||BA.DC.D, 10000000
CDDB.....BAA..CC||BABDCAD, 10000000
CDDB.....BAA.ACC||BABDC.D, 10000000
CDDB...D..AA..CC||BABBCAD, 10000000
CDDB...D..AA.ACC||BABBC.D, 10000000
CDDB...D.BAA..CC||BAB.CAD, 10000000
CDDB...D.BAA.ACC||BAB.C.D, 10000000
CDDB..BB...A..CC||BADACAD, 10000000
CDDB..BB...A.ACC||BADAC.D, 10000000
CDDB..BB..AA..CC||BAD.CAD, 10000000
CDDB..BB..AA.ACC||BAD.C.D, 10000000
CDDB...B.BAA..CC||BAD.CAD, 10000000
CDDB...B.BAA.ACC||BAD.C.D, 10000000
CDDB.....BAA..CC||BADBCAD, 10000000
CDDB.....BAA.ACC||BADBC.D, 10000000
CDDB...D.BAA..CC||BA.BCAD, 10000000
CDDB...D.BAA.ACC||BA.BC.D, 10000000
CDDB..BD...A..CC||BABACAD, 10000000
CDDB..BD...A.ACC||BABAC.D, 10000000
CDDB..BD..AA..CC||BAB.CAD, 10000000
CDDB..BD..AA.ACC||BAB.C.D, 10000000
CDDB..BD..AA..CC||BA.BCAD, 10000000
CDDB..BD..AA.ACC||BA.BC.D, 10000000
CDDB..BD.BAA..CC||BA..CAD, 10000000
CDDB..BD.BAA.ACC||BA..C.D, 10000000
CDDB..BD...A..CC||BABCAAD, 10000000
CDDB..BD...A.ACC||BABCA.D, 10000000
CDDB...D...C.ACC||BABBAAD, 10000000
CDDB..BD...C.ACC||BAB.AAD, 10000000
CDDB..BD.....ACC||BABCAAD, 10000000
CDDB..BD...A.ACC||BABC.AD, 10000000
CDDB..BD..AA...C||BABCACD, 10000000
CDDB..BD..AA..CC||BABCA.D, 10000000
CDDB..BD..AA...C||BABCCAD, 10000000
CDDB..BD..AA..CC||BABC.AD, 10000000
CDDB..BD..AA.ACC||BABC..D, 10000000
CDDB.CBD......CC||BABAAAD, 10000000
CDDB.CBD.....ACC||BABAA.D, 10000000
CDDB.CBD.....ACC||BABA.AD, 10000000
CDDB.CBD...A...C||BABAACD, 10000000
CDDB.CBD...A..CC||BABAA.D, 10000000
CDDB.CBD...A...C||BABACAD, 10000000
CDDB.CBD...A..CC||BABA.AD, 10000000
CDDB.CBD...A.ACC||BABA..D, 10000000
CDDB.CBD...A..CC||BAB.AAD, 10000000
CDDB.CBD...A.ACC||BAB.A.D, 10000000
CDDB...D...A.ACC||BABBCAD, 10000000
CDDB..BD...C..CC||BABAAAD, 10000000
CDDB..BD...C.ACC||BABA.AD, 10000000
CDDB..BD.....ACC||BABACAD, 10000000
CDDB..BD...A.ACC||BAB.CAD, 10000000
CDDB.CBD.....ACC||BAB.AAD, 10000000
CDDB.CBD...A.ACC||BAB..AD, 10000000
CDDB.CBD..AA....||BABACCD, 10000000
CDDB.CBD..AA...C||BABAC.D, 10000000
CDDB.CBD..AA...C||BABA.CD, 10000000
CDDB.CBD..AA..CC||BABA..D, 10000000
CDDB.CBD..AA...C||BAB.ACD, 10000000
CDDB.CBD..AA..CC||BAB.A.D, 10000000
CDDB.CBD...A...C||BABCAAD, 10000000
CDDB.CBD..AA....||BABCCAD, 10000000
CDDB.CBD..AA...C||BABC.AD, 10000000
CDDB.CBD..AA...C||BAB.CAD, 10000000
CDDB.CBD..AA..CC||BAB..AD, 10000000
CDDB.CBD..AA.ACC||BAB...D, 10000000
CDDB.CBD...A..CC||BA.BAAD, 10000000
CDDB.CBD...A.ACC||BA.BA.D, 10000000
CDDB.CBD.....ACC||BA.BAAD, 10000000
CDDB.CBD...A.ACC||BA.B.AD, 10000000
CDDB.CBD..AA...C||BA.BACD, 10000000
CDDB.CBD..AA..CC||BA.BA.D, 10000000
CDDB.CBD..AA...C||BA.BCAD, 10000000
CDDB.CBD..AA..CC||BA.B.AD, 10000000
CDDB.CBD..AA.ACC||BA.B..D, 10000000
CDDB..BD...A..CC||BAACBAD, 10000000
CDDB..BD...A.ACC||BAACB.D, 10000000
CDDB.CBD......CC||BAAABAD, 10000000
CDDB.CBD.....ACC||BAAAB.D, 10000000
CDDB.CBD...A..CC||BAA.BAD, 10000000
CDDB.CBD...A.ACC||BAA.B.D, 10000000
CDDB.CBD...A..CC||BA.ABAD, 10000000
CDDB.CBD...A.ACC||BA.AB.D, 10000000
CDDB.CBD..AA..CC||BA..BAD, 10000000
CDDB.CBD..AA.ACC||BA..B.D, 10000000
CDDB..BD..AA..CC||BAACB.D, 10000000
CDDB..BD.BAA...C||BAACC.D, 10000000
CDDB..BD.BAA..CC||BAAC..D, 10000000
CDDB...D.BAA..CC||BAABC.D, 10000000
CDDB..BD..AA..CC||BAABC.D, 10000000
CDDB..BD.BAA..CC||BAA.C.D, 10000000
CDDB.CBD...A...C||BAABACD, 10000000
CDDB.CBD...A..CC||BAABA.D, 10000000
CDDB.CBD......CC||BAABAAD, 10000000
CDDB.CBD...A...C||BAABCAD, 10000000
CDDB.CBD...A..CC||BAAB.AD, 10000000
CDDB.CBD..AA....||BAABCCD, 10000000
CDDB.CBD..AA...C||BAABC.D, 10000000
CDDB.CBD..AA...C||BAAB.CD, 10000000
CDDB.CBD..AA..CC||BAAB..D, 10000000
CDDB.CBD...A...C||BAAABCD, 10000000
CDDB.CBD...A..CC||BAAAB.D, 10000000
CDDB.CBD..AA...C||BAA.BCD, 10000000
CDDB.CBD..AA..CC||BAA.B.D, 10000000
CDDB.CBD..AA....||BAACBCD, 10000000
CDDB.CBD..AA...C||BAACB.D, 10000000
CDDB.CBD.BAA....||BAACC.D, 10000000
CDDB.CBD.BAA....||BAAC.CD, 10000000
CDDB.CBD.BAA...C||BAAC..D, 10000000
CDDB.CBD.BAA....||BAA.CCD, 10000000
CDDB.CBD.BAA...C||BAA.C.D, 10000000
CDDB.CBD.BAA...C||BAA..CD, 10000000
CDDB.CBD.BAA..CC||BAA...D, 10000000
CDDB.CBD..AA...C||BA.ABCD, 10000000
CDDB.CBD..AA..CC||BA.AB.D, 10000000
CDDB.CBD.BAA....||BA.ACCD, 10000000
CDDB.CBD.BAA...C||BA.AC.D, 10000000
CDDB.CBD.BAA...C||BA.A.CD, 10000000
CDDB.CBD.BAA..CC||BA.A..D, 10000000
CDDB.CBD.BAA...C||BA..ACD, 10000000
CDDB.CBD.BAA..CC||BA..A.D, 10000000
CDDB.CBD...A...C||BACBAAD, 10000000
CDDB.CBD..AA....||BACBCAD, 10000000
CDDB.CBD..AA...C||BACB.AD, 10000000
CDDB.CBD...A...C||BACABAD, 10000000
CDDB.CBD..AA...C||BAC.BAD, 10000000
CDDB.CBD..AA....||BACCBAD, 10000000
CDDB.CBD.BAA....||BACC.AD, 10000000
CDDB.CBD.BAA....||BAC.CAD, 10000000
CDDB.CBD.BAA...C||BAC..AD, 10000000
CDDB.CBD..AA...C||BA.CBAD, 10000000
CDDB.CBD.BAA....||BA.CCAD, 10000000
CDDB.CBD.BAA...C||BA.C.AD, 10000000
CDDB.CBD.BAA...C||BA..CAD, 10000000
CDDB.CBD.BAA..CC||BA...AD, 10000000
CDDB.CBD.BAA.ACC||BA....D, 10000000
CDDB..BD..AA..CC||B.ACBAD, 10000000
CDDB..BD..AA.ACC||B.ACB.D, 10000000
CDDB..BD.BAA...C||B.ACACD, 10000000
CDDB..BD.BAA..CC||B.ACA.D, 10000000
CDDB..BD.BAA...C||B.ACCAD, 10000000
CDDB..BD.BAA..CC||B.AC.AD, 10000000
CDDB..BD.BAA.ACC||B.AC..D, 10000000
CDDB...D.BAA..CC||B.ABCAD, 10000000
CDDB...D.BAA.ACC||B.ABC.D, 10000000
CDDB..BD..AA..CC||B.ABCAD, 10000000
CDDB..BD..AA.ACC||B.ABC.D, 10000000
CDDB..BD.BAA..CC||B.A.CAD, 10000000
CDDB..BD.BAA.ACC||B.A.C.D, 10000000
CDDB.CBD...A..CC||B.ABAAD, 10000000
CDDB.CBD...A.ACC||B.ABA.D, 10000000
CDDB.CBD.....ACC||B.ABAAD, 10000000
CDDB.CBD...A.ACC||B.AB.AD, 10000000
CDDB.CBD..AA...C||B.ABACD, 10000000
CDDB.CBD..AA..CC||B.ABA.D, 10000000
CDDB.CBD..AA...C||B.ABCAD, 10000000
CDDB.CBD..AA..CC||B.AB.AD, 10000000
CDDB.CBD..AA.ACC||B.AB..D, 10000000
CDDB.CBD...A..CC||B.AABAD, 10000000
CDDB.CBD...A.ACC||B.AAB.D, 10000000
CDDB.CBD..AA..CC||B.A.BAD, 10000000
CDDB.CBD..AA.ACC||B.A.B.D, 10000000
CDDB.CBD..AA...C||B.AABCD, 10000000
CDDB.CBD..AA..CC||B.AAB.D, 10000000
CDDB.CBD.BAA....||B.AACCD, 10000000
CDDB.CBD.BAA...C||B.AAC.D, 10000000
CDDB.CBD.BAA...C||B.AA.CD, 10000000
CDDB.CBD.BAA..CC||B.AA..D, 10000000
CDDB.CBD.BAA...C||B.A.ACD, 10000000
CDDB.CBD.BAA..CC||B.A.A.D, 10000000
CDDB.CBD..AA...C||B.ACBAD, 10000000
CDDB.CBD.BAA....||B.ACCAD, 10000000
CDDB.CBD.BAA...C||B.AC.AD, 10000000
CDDB.CBD.BAA...C||B.A.CAD, 10000000
CDDB.CBD.BAA..CC||B.A..AD, 10000000
CDDB.CBD.BAA.ACC||B.A...D, 10000000
CDDB.CBD..AA..CC||B..ABAD, 10000000
CDDB.CBD..AA.ACC||B..AB.D, 10000000
CDDB.CBD.BAA...C||B..AACD, 10000000
CDDB.CBD.BAA..CC||B..AA.D, 10000000
CDDB.CBD.BAA...C||B..ACAD, 10000000
CDDB.CBD.BAA..CC||B..A.AD, 10000000
CDDB.CBD.BAA.ACC||B..A..D, 10000000
CDDB.CBD.BAA..CC||B...AAD, 10000000
CDDB.CBD.BAA.ACC||B...A.D, 10000000
CDDB.CBD.BAA.ACC||B....AD, 10000000
CDDB.CBD.BAAAACC||B.....D, 10000000
.DDB..BD.BAA..CC||BACCDA., 10000000
.DDB..BD.BAA...C||BACCDCA, 10000000
.DDB..BD.BAA..CC||BACCD.A, 10000000
.DDB..BD.BAA.ACC||BACCD.., 10000000
.DDB..BDDBAA...C||BACCAC., 10000000
.DDB..BDDBAA....||BACCACC, 10000000
.DDB..BDDBAA...C||BACCA.C, 10000000
.DDB..BDDBAA..CC||BACCA.., 10000000
.DDB..BDDBAA...C||BACCCA., 10000000
.DDB..BDDBAA..CC||BACC.A., 10000000
.DDB..BD..AA..CC||BACCBDA, 10000000
.DDB..BD.BAA...C||BACCCDA, 10000000
.DDB..BD.BAA..CC||BACC.DA, 10000000
.DDB..BDDBAA....||BACCCCA, 10000000
.DDB..BDDBAA...C||BACCC.A, 10000000
.DDB..BDDBAA...C||BACC.CA, 10000000
.DDB..BDDBAA..CC||BACC..A, 10000000
.DDB..BDDBAA.ACC||BACC..., 10000000
.DDB...DDBAA..CC||BACBCA., 10000000
.DDB...DDBAA...C||BACBCCA, 10000000
.DDB...DDBAA..CC||BACBC.A, 10000000
.DDB...DDBAA.ACC||BACBC.., 10000000
.DDB..BD.BAA..CC||BACDCA., 10000000
.DDB..BD.BAA...C||BACDCCA, 10000000
.DDB..BD.BAA..CC||BACDC.A, 10000000
.DDB..BD.BAA.ACC||BACDC.., 10000000
.DDB..BDDBAA..CC||BAC.CA., 10000000
.DDB..BDDBAA...C||BAC.CCA, 10000000
.DDB..BDDBAA..CC||BAC.C.A, 10000000
.DDB..BDDBAA.ACC||BAC.C.., 10000000
.DDB.CBD..AA..CC||BACDBA., 10000000
.DDB.CBD..AA...C||BACDBCA, 10000000
.DDB.CBD..AA..CC||BACDB.A, 10000000
.DDB.CBD..AA.ACC||BACDB.., 10000000
.DDB.CBD...A.ACC||BACDAB., 10000000
.DDB.CBD..AA..CC||BACDAB., 10000000
.DDB.CBD..AA.ACC||BACD.B., 10000000
.DDB.CBD...A..CC||BACDAAB, 10000000
.DDB.CBD...A.ACC||BACDA.B, 10000000
.DDB.CBD.....ACC||BACDAAB, 10000000
.DDB.CBD...A.ACC||BACD.AB, 10000000
.DDB.CBD..AA...C||BACDACB, 10000000
.DDB.CBD..AA..CC||BACDA.B, 10000000
.DDB.CBD..AA...C||BACDCAB, 10000000
.DDB.CBD..AA..CC||BACD.AB, 10000000
.DDB.CBD..AA.ACC||BACD..B, 10000000
.DDB.CBD.BAA...C||BACDAC., 10000000
.DDB.CBD.BAA....||BACDACC, 10000000
.DDB.CBD.BAA...C||BACDA.C, 10000000
.DDB.CBD.BAA..CC||BACDA.., 10000000
.DDB.CBD.BAA...C||BACDCA., 10000000
.DDB.CBD.BAA..CC||BACD.A., 10000000
.DDB.CBD...A..CC||BACDABA, 10000000
.DDB.CBD..AA...C||BACDCBA, 10000000
.DDB.CBD..AA..CC||BACD.BA, 10000000
.DDB.CBD.BAA....||BACDCCA, 10000000
.DDB.CBD.BAA...C||BACDC.A, 10000000
.DDB.CBD.BAA...C||BACD.CA, 10000000
.DDB.CBD.BAA..CC||BACD..A, 10000000
.DDB.CBD.BAA.ACC||BACD..., 10000000
.DDB.CBD..AA..CC||BACBDA., 10000000
.DDB.CBD..AA...C||BACBDCA, 10000000
.DDB.CBD..AA..CC||BACBD.A, 10000000
.DDB.CBD..AA.ACC||BACBD.., 10000000
.DDB.CBD.BAA..CC||BAC.DA., 10000000
.DDB.CBD.BAA...C||BAC.DCA, 10000000
.DDB.CBD.BAA..CC||BAC.D.A, 10000000
